Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD)
EOS,2018-06-01,12.234963225,12.4269910999,12.5207922479,12.2105086314
EOS,2018-06-02,12.1463202735,12.2563954925,12.425540344,11.9482267176
EOS,2018-06-03,14.6584092476,12.2370720245,15.6892335496,12.1383453293
EOS,2018-06-04,14.5021675632,14.8526358322,15.4604158146,14.2964613977
EOS,2018-06-05,13.6826959155,14.5359786886,14.863221597,13.2668725082
EOS,2018-06-06,14.1296423914,13.6818299066,14.2654454067,12.8394469065
EOS,2018-06-07,13.909973036,14.181631568,14.3008967043,13.385338359
EOS,2018-06-08,14.673605342,13.909973036,14.684362,13.647785146
EOS,2018-06-09,14.003609802,14.673605342,14.8654976,13.57293278
EOS,2018-06-10,14.154721362,14.003609802,15.014005425,13.966733256
EOS,2018-06-11,11.739040509,14.154721362,14.163717054,11.0512968
EOS,2018-06-12,11.3195404671,10.5800670595,11.366507483,10.5061008924
EOS,2018-06-13,10.0191424566,11.4220640065,11.4267163211,9.9554994097
EOS,2018-06-14,10.1828424501,10.0191400489,10.3054245438,9.14666134
EOS,2018-06-15,11.1070565515,10.0415404363,11.4778048556,9.6945299007
EOS,2018-06-16,10.4685496041,11.2317445189,11.2358019119,10.4567150599
EOS,2018-06-17,10.6614521025,10.4686547661,10.8089138633,10.2085536781
EOS,2018-06-18,10.3995413647,10.5478161193,10.7096951723,10.3804238865
EOS,2018-06-19,10.6016196764,10.320061573,10.7883429245,10.129082865
EOS,2018-06-20,10.6530757836,10.6051607382,10.8261788361,10.4227047194
EOS,2018-06-21,10.5764079171,10.6912338331,10.6992101618,10.3009070487
EOS,2018-06-22,10.3816245878,10.597208533,10.6719671419,10.3259322405
EOS,2018-06-23,9.7921428075,10.3779813252,10.6764455334,9.5757697428
EOS,2018-06-24,9.2366388183,9.6846255966,9.797501232,8.1788974004
EOS,2018-06-25,8.9557271525,9.2363527395,9.2672792585,7.1753773396
EOS,2018-06-26,8.1425425851,8.8769380253,8.9171612624,7.8178440019
EOS,2018-06-27,7.623089346,8.1417475038,8.2091998447,7.5946746476
EOS,2018-06-28,8.0071384946,7.6229930979,8.2498097502,7.2971516895
EOS,2018-06-29,7.4795255445,8.0075714717,8.1473094167,7.4243879487
EOS,2018-06-30,7.8539017855,7.4960373246,7.8983984091,7.0954863194
EOS,2018-07-01,8.0449920749,7.8562612,8.2908316249,7.7350440709
EOS,2018-07-02,8.1499225271,8.1310676424,8.2517457144,7.7712717897
EOS,2018-07-03,9.0039545802,8.1504095587,9.10725719,7.9075483316
EOS,2018-07-04,8.7728790475,8.9984242456,9.4231375948,8.748477174
EOS,2018-07-05,8.8512748867,8.8037364279,9.3700959189,8.4842239732
EOS,2018-07-06,8.8006468795,8.8509988616,9.1730099806,8.6469739756
EOS,2018-07-07,8.621005057,8.839734645,8.8708074,8.3040553111
EOS,2018-07-08,8.5189449447,8.623561357,8.6957145498,8.3781837669
EOS,2018-07-09,8.7803070988,8.5195636,8.9712411016,8.4952812907
EOS,2018-07-10,8.1228483402,8.7803507156,8.7806688823,8.0190017727
EOS,2018-07-11,7.3748997776,8.1244521122,8.1628443175,7.1005579309
EOS,2018-07-12,7.066123335,7.1543638491,7.4046585529,6.7603750184
EOS,2018-07-13,6.6740495278,7.1840468432,7.1846081845,6.5675396872
EOS,2018-07-14,6.89308931,6.9159831,7.2279358256,6.691536432
EOS,2018-07-15,6.9457521914,6.9579292837,7.0917173094,6.7808424792
EOS,2018-07-16,7.3949547119,6.9460977498,7.5199036634,6.8723601501
EOS,2018-07-17,7.9771295929,7.3973059666,8.1563906195,7.2377449268
EOS,2018-07-18,8.8009772149,7.9771321974,8.9418384459,7.8319071998
EOS,2018-07-19,8.6301847794,8.8003917147,9.3303511642,8.4379131126
EOS,2018-07-20,8.4139300531,8.6301580128,8.7645048865,8.1493564147
EOS,2018-07-21,7.9068902062,8.4136819061,8.5170409808,7.7332084875
EOS,2018-07-22,8.1164273556,7.8895681337,8.2405369808,7.6051384467
EOS,2018-07-23,7.8578128208,8.1159615671,8.2617081404,7.7178858714
EOS,2018-07-24,7.9525316127,7.8447147973,8.397575114,7.8062294452
EOS,2018-07-25,8.6015452457,7.9526932445,8.6844209191,7.7181391857
EOS,2018-07-26,8.6990207563,8.5923555141,8.9649995283,8.3477904047
EOS,2018-07-27,8.250567817,8.7015753152,8.859634132,8.2314245021
EOS,2018-07-28,8.5038388029,8.3013294817,8.5113360188,8.0011842594
EOS,2018-07-29,8.2566173922,8.3605633552,8.3991317052,8.1221642129
EOS,2018-07-30,8.2607103691,8.2566967177,8.3811461356,8.1424948571
EOS,2018-07-31,7.8108248732,8.3203291027,8.3451864688,7.4350890779
EOS,2018-08-01,7.2686822306,7.8108975042,7.8270584715,7.1095975931
EOS,2018-08-02,7.1866385205,7.3324557247,7.4000144301,6.8919107909
EOS,2018-08-03,7.0829432075,7.1843581072,7.3306852912,6.9066460166
EOS,2018-08-04,7.1925139865,7.018255997,7.2509128283,6.8663690226
EOS,2018-08-05,7.07538403,7.1926578565,7.3147253954,7.0360591844
EOS,2018-08-06,7.0967273221,7.0736692734,7.1157175953,7.0451266939
EOS,2018-08-07,7.0712780948,7.0967338585,7.1428301684,7.0537017682
EOS,2018-08-08,6.6065805143,7.0713787291,7.1520296137,6.525217998
EOS,2018-08-09,5.7781911636,6.5733558868,6.5734576691,5.706730656
EOS,2018-08-10,5.9712010478,5.7767726548,5.9803171477,5.7458836644
EOS,2018-08-11,5.2202479839,5.9719512317,5.9726338661,5.2016393652
EOS,2018-08-12,5.2147532753,5.1784061604,5.331079035,4.8941106206
EOS,2018-08-13,5.0707258227,5.2147751713,5.2329172361,4.9651098895
EOS,2018-08-14,4.6566497461,5.0707272252,5.1845290135,4.5609128807
EOS,2018-08-15,4.4964266247,4.6562297527,4.7150211304,4.2645435388
EOS,2018-08-16,4.6896412531,4.6625085626,4.9655253452,4.6356135639
EOS,2018-08-17,4.5015845089,4.6896411824,4.8125141343,4.4533473683
EOS,2018-08-18,5.5024874932,4.5086264091,5.5025799215,4.4210977466
EOS,2018-08-19,5.0960981612,5.4922436944,5.6513043807,4.837819517
EOS,2018-08-20,5.3088419727,5.0852650883,5.3881777131,4.9467388932
EOS,2018-08-21,4.784470097,5.3088408328,5.3553281856,4.7557125791
EOS,2018-08-22,4.8838230134,4.6951746948,4.9566865246,4.671523687
EOS,2018-08-23,4.6883312381,4.8830543788,5.3385032107,4.5381458212
EOS,2018-08-24,4.8862601362,4.7193729324,4.9556997719,4.6645077928
EOS,2018-08-25,5.0516773951,4.9007564543,5.1020549453,4.7777661976
EOS,2018-08-26,5.0409076369,5.0428243965,5.067010867,4.9074446298
EOS,2018-08-27,4.9231677498,5.0406516246,5.0655141443,4.8302629674
EOS,2018-08-28,5.2757586181,4.9506795917,5.2757586181,4.9072010907
EOS,2018-08-29,5.9172124925,5.2428302269,5.9790784979,5.2401126014
EOS,2018-08-30,6.2533779522,5.9103455249,6.4713660994,5.789803959
EOS,2018-08-31,6.0442607189,6.1266768907,6.2709471806,5.7616184223
EOS,2018-09-01,6.4247707009,6.0441619217,6.4838875111,5.9307703662
EOS,2018-09-02,6.6417214058,6.4247793567,6.8056891246,6.3707690186
EOS,2018-09-03,6.5259371203,6.6416558241,6.692276341,6.3249468924
EOS,2018-09-04,6.4908943393,6.5260352817,6.7180802639,6.3787727143
EOS,2018-09-05,6.4888930226,6.4644422709,6.6408307589,6.3324670491
EOS,2018-09-06,5.4393116928,6.4803401296,6.5787143098,5.3263092283
EOS,2018-09-07,5.1438761614,5.4393120215,5.4654093317,4.8628298786
EOS,2018-09-08,5.0388431194,5.240093263,5.3398100955,4.946513614
EOS,2018-09-09,4.7207090899,5.0388256914,5.147369807,4.6423311493
EOS,2018-09-10,4.9403966587,4.7512162913,5.1889110512,4.6677145985
EOS,2018-09-11,4.9964047514,4.9393707373,5.1152661199,4.8905896219
EOS,2018-09-12,4.9718429694,4.9966101724,5.0398249862,4.8375709388
EOS,2018-09-13,4.9467227677,4.9695468871,4.9858630313,4.8552162706
EOS,2018-09-14,5.2519884563,4.9425281022,5.2989537872,4.93611744
EOS,2018-09-15,5.1546414151,5.2519896204,5.2844435559,5.0796537933
EOS,2018-09-16,5.1536094884,5.1121557835,5.2104747387,5.1078065105
EOS,2018-09-17,5.158638354,5.1347107404,5.1880761415,5.0844116299
EOS,2018-09-18,4.9262839157,5.1586281361,5.1813763379,4.8388359188
EOS,2018-09-19,5.061629199,4.9259374051,5.1422203886,4.8857290654
EOS,2018-09-20,5.1031637719,5.0337313083,5.1557920254,4.9712350584
EOS,2018-09-21,5.3504230861,5.23401612,5.830095117,5.092011765
EOS,2018-09-22,5.5515039473,5.3504230861,5.7360948028,5.326383157
EOS,2018-09-23,5.3792375846,5.5516280083,5.5974008431,5.3579628908
EOS,2018-09-24,5.3777138762,5.3792375847,5.443842987,5.3482825188
EOS,2018-09-25,5.3956552499,5.3776753687,5.804953405,5.2442434989
EOS,2018-09-26,5.286089143,5.3957658053,5.4404660506,5.0124987823
EOS,2018-09-27,5.6250652039,5.2860871758,5.7717566806,5.2583905815
EOS,2018-09-28,5.8048857452,5.6237282822,5.9519857492,5.3528135873
EOS,2018-09-29,5.6026546073,5.8049346067,6.0292643001,5.5416921793
EOS,2018-09-30,5.7049747085,5.602628511,5.8241727341,5.4593650516
EOS,2018-10-01,5.7564286171,5.7044314911,5.9127846584,5.3685679898
EOS,2018-10-02,5.7243251128,5.7569279954,5.7913265745,5.5216492123
EOS,2018-10-03,5.6611850243,5.6235877449,5.7333857563,5.6091409276
EOS,2018-10-04,5.5666664175,5.6705529451,5.6815616564,5.4481755318
EOS,2018-10-05,5.7994825789,5.5666664641,5.8929147362,5.5641367673
EOS,2018-10-06,5.8114551705,5.7995135217,5.896985471,5.6636888005
EOS,2018-10-07,5.7375162429,5.8195664129,5.8487328878,5.678962018
EOS,2018-10-08,5.7266322094,5.7375158652,5.7973712799,5.629376708
EOS,2018-10-09,5.9128432114,5.7610840529,6.0143955155,5.7222880514
EOS,2018-10-10,5.9363109497,5.9128296138,5.976692323,5.8374477455
EOS,2018-10-11,5.9047256891,5.9362921553,5.9518846201,5.8058171526
EOS,2018-10-12,5.2548324358,5.9084473276,5.9109026633,5.186911261
EOS,2018-10-13,5.2100883375,5.2548543157,5.326453604,5.0216279946
EOS,2018-10-14,5.3129817275,5.2101250031,5.3466384324,5.1802402282
EOS,2018-10-15,5.2426208109,5.3074276085,5.3404255041,5.2122451494
EOS,2018-10-16,5.5690644731,5.2130937964,5.9752218774,5.1628879387
EOS,2018-10-17,5.5200559926,5.5716928798,5.6522660488,5.4663089233
EOS,2018-10-18,5.3406733616,5.5200341077,5.5705157767,5.3177131509
EOS,2018-10-19,5.2724988061,5.3374364154,5.3902728736,5.2122694561
EOS,2018-10-20,5.2762575972,5.2724988061,5.3057439424,5.1900600878
EOS,2018-10-21,5.3359877795,5.2791289399,5.3627251368,5.2625518607
EOS,2018-10-22,5.360666477,5.3239964384,5.4755047963,5.3161845587
EOS,2018-10-23,5.3319299538,5.3609496172,5.3990552104,5.314077387
EOS,2018-10-24,5.3454943672,5.330113876,5.386534698,5.2835329988
EOS,2018-10-25,5.310504869,5.3519382721,5.3769321182,5.3083212604
EOS,2018-10-26,5.3168303558,5.3096251475,5.3326054419,5.2790686777
EOS,2018-10-27,5.32412184,5.3168296757,5.3674972987,5.2737580404
EOS,2018-10-28,5.3529315982,5.323802688,5.3544277886,5.3059547149
EOS,2018-10-29,5.0749989608,5.3574052467,5.3701886372,4.9936377887
EOS,2018-10-31,5.0933649278,5.0753425872,5.1138999771,5.0553824958
EOS,2018-11-01,5.2219944118,5.09398067,5.2740996011,5.0493030735
EOS,2018-11-02,5.3163431975,5.2221702727,5.3520979193,5.2122090981
EOS,2018-11-03,5.2490025708,5.3215417685,5.3236768034,5.2388956502
EOS,2018-11-04,5.4402067662,5.249000387,5.537063556,5.2272728083
EOS,2018-11-05,5.3535839192,5.440929807,5.4768008983,5.3419941768
EOS,2018-11-06,5.6716760005,5.3834321122,5.6942755614,5.372078297
EOS,2018-11-08,5.4901715986,5.6716726081,5.7765620634,5.4796922642
EOS,2018-11-09,5.3879071026,5.4901236103,5.5579388979,5.3769137148
EOS,2018-11-11,5.3602730315,5.4084438875,5.4722897421,5.3147661931
EOS,2018-11-13,5.1531771198,5.3602733917,5.5154585096,5.0013262359
EOS,2018-11-14,4.4621781582,5.1529641732,5.1872194454,4.3354427989
EOS,2018-11-15,4.5697943411,4.4624250255,4.6360255338,4.2088352409
EOS,2018-11-17,4.5369956929,4.6564787591,4.6961870651,4.4527050356
EOS,2018-11-19,4.5206518374,4.536607682,4.6172889813,4.4916431924
EOS,2018-11-20,3.6160115487,4.5206516328,4.5829221484,3.2882758844
EOS,2018-11-21,3.7226517005,3.6579143982,3.8372783949,3.5018858014
EOS,2018-11-23,3.5911815386,3.7211747247,3.8109497704,3.3327938846
EOS,2018-11-24,3.1739875927,3.5921965966,3.6409845652,3.1262878881
EOS,2018-11-25,3.3047341803,3.219381434,3.419891475,2.9661755065
EOS,2018-11-26,3.0712921292,3.3049773535,3.3669058341,3.0048798799
EOS,2018-11-28,2.9953733548,3.0713367886,3.1608873302,2.8059890953
EOS,2018-11-29,3.2324527697,2.9953443657,3.3310220542,2.9594551443
EOS,2018-11-30,2.8465169407,3.2354314742,3.2690988928,2.775431323
EOS,2018-12-02,2.8515359026,2.8472357748,3.0033525175,2.8031595855
EOS,2018-12-03,2.6287592984,2.8515368443,2.8745181207,2.5440115005
EOS,2018-12-04,2.4538725552,2.6287787146,2.6422618627,2.3362744973
EOS,2018-12-05,2.1963826349,2.4530861452,2.4577549666,2.1383350737
EOS,2018-12-06,1.8975563256,2.1587471823,2.235801142,1.8924858502
EOS,2018-12-08,1.752061637,1.8977593619,1.9336811788,1.5312592576
EOS,2018-12-09,1.8560763101,1.753701418,1.9319263615,1.6258049582
EOS,2018-12-10,1.9797397401,1.8544102971,2.1050835837,1.7324924808
EOS,2018-12-11,1.8383322183,1.9831898209,2.0502254295,1.7501871974
EOS,2018-12-12,1.9625962534,1.8383946257,2.0336165098,1.8060772474
EOS,2018-12-13,1.8290455396,1.9573061021,1.9723385958,1.803299556
EOS,2018-12-14,1.8319119311,1.8275920232,1.8678278904,1.7495629966
EOS,2018-12-16,1.9065190078,1.8325049757,1.9689619356,1.7775585784
EOS,2018-12-17,2.3569444392,1.9026807391,2.4576135271,1.8968329208
EOS,2018-12-18,2.546250545,2.3570648416,2.6861685423,2.3450906471
EOS,2018-12-19,2.5027393188,2.6302282133,2.7963893529,2.4416567194
EOS,2018-12-20,2.6629512483,2.5024999972,2.7771639837,2.4227698003
EOS,2018-12-22,2.5709092233,2.6627078526,2.8302658037,2.5002536145
EOS,2018-12-23,2.5526847214,2.602737429,2.6344539305,2.477683537
EOS,2018-12-24,2.8410026749,2.5526847212,3.1097456351,2.5510247563
EOS,2018-12-25,2.4914407837,2.7679438469,2.7726068922,2.4120115479
EOS,2018-12-26,2.5791811158,2.4912364286,2.6815734278,2.4774633454
EOS,2018-12-27,2.3000144046,2.5792851549,2.6025137382,2.2762663108
EOS,2018-12-28,2.6152186364,2.2989844567,2.6739729153,2.2504669789
EOS,2018-12-30,2.568345912,2.633383038,2.7748028,2.53755435
EOS,2018-12-31,2.5436881562,2.57086862,2.677320295,2.4798816
EOS,2019-01-02,2.604842833,2.5451980695,2.6434549935,2.5057311083
EOS,2019-01-03,2.8560874734,2.6047374167,2.864756102,2.6023024018
EOS,2019-01-04,2.6674788593,2.8560875126,2.8770753782,2.6191638144
EOS,2019-01-05,2.6922666997,2.6592003591,2.7397372396,2.5986422333
EOS,2019-01-06,2.7032615137,2.6922666416,2.7696633588,2.660906404
EOS,2019-01-07,2.8565867678,2.6826709911,2.8979716669,2.6346193973
EOS,2019-01-08,2.7403253587,2.8506160249,2.8690022468,2.4569348715
EOS,2019-01-09,2.7721292543,2.7403240755,2.8523663193,2.7036997402
EOS,2019-01-10,2.8939710163,2.7631253449,2.9370601697,2.7492928522
EOS,2019-01-11,2.4078107678,2.8938330042,2.959055279,2.3014030898
EOS,2019-01-12,2.360772716,2.4077957031,2.4334434553,2.3166469533
EOS,2019-01-13,2.3846821959,2.3578820181,2.4301921283,2.3468281143
EOS,2019-01-14,2.2215872911,2.3992978748,2.410412175,2.2042670918
EOS,2019-01-15,2.4490769565,2.2215954522,2.4765145256,2.2135465226
EOS,2019-01-16,2.3535737244,2.4490789388,2.4646165219,2.3210488229
EOS,2019-01-17,2.4092914781,2.3535182788,2.4490219685,2.3527738688
EOS,2019-01-18,2.4864665035,2.4115851826,2.496445007,2.3571997586
EOS,2019-01-19,2.4177813796,2.4855727439,2.4985097014,2.3903815732
EOS,2019-01-20,2.4611648676,2.41777701,2.511375546,2.4132236384
EOS,2019-01-21,2.3298312249,2.4506350374,2.4722518309,2.2792078703
EOS,2019-01-22,2.3262762714,2.3298270128,2.3987554805,2.3016878283
EOS,2019-01-23,2.4443666854,2.3267824692,2.4949291818,2.2722008399
EOS,2019-01-24,2.4115798307,2.4288420491,2.4593268183,2.3913704078
EOS,2019-01-25,2.4221720924,2.421098575,2.4472755445,2.3875136765
EOS,2019-01-26,2.4382849854,2.4338823316,2.4574073844,2.3996984824
EOS,2019-01-27,2.4099371171,2.437373961,2.4686161816,2.4003614153
EOS,2019-01-28,2.3568497358,2.4098694414,2.423985387,2.3084082083
EOS,2019-01-29,2.2028244667,2.3583018992,2.3613021109,2.1499489884
EOS,2019-01-30,2.2557338457,2.2239940135,2.2930481457,2.1785234472
EOS,2019-01-31,2.3101596538,2.2557288407,2.3311118313,2.2162784655
EOS,2019-02-01,2.2961026845,2.3082135748,2.3442338604,2.262925412
EOS,2019-02-02,2.3106579871,2.2911965237,2.3277458795,2.2533128372
EOS,2019-02-03,2.311871468,2.3103795245,2.327546207,2.2931504017
EOS,2019-02-04,2.3490042482,2.3118319784,2.4305803021,2.3097518925
EOS,2019-02-05,2.3616565271,2.3412410043,2.39847591,2.33399582
EOS,2019-02-06,2.3587604136,2.3610739625,2.3694745253,2.3286230244
EOS,2019-02-07,2.3163747616,2.3633150838,2.3702499759,2.2740028951
EOS,2019-02-08,2.3171589591,2.316737723,2.341029079,2.2975520846
EOS,2019-02-09,2.6584187614,2.3172111462,2.7620423171,2.3031364093
EOS,2019-02-10,2.7277565007,2.6895574698,2.7983835036,2.643053606
EOS,2019-02-11,2.7302268613,2.7277315383,2.7568605407,2.6281119282
EOS,2019-02-12,2.7350113545,2.7308227594,2.8283325967,2.6812259728
EOS,2019-02-13,2.8830910757,2.7350282791,2.9686109613,2.6804353242
EOS,2019-02-14,2.8125576034,2.9085976101,2.9609618929,2.7772195128
EOS,2019-02-15,2.7260663957,2.8125578238,2.8557130285,2.6851804905
EOS,2019-02-16,2.7430139527,2.7173460847,2.83016885,2.7133895059
EOS,2019-02-17,2.7909865447,2.7429127794,2.8509209514,2.7409256765
EOS,2019-02-18,2.8145894251,2.79086507,2.8802766424,2.7498753065
EOS,2019-02-19,3.3729090895,2.8144800464,3.4345555722,2.8137648717
EOS,2019-02-20,3.5604846718,3.4212692689,3.7417329224,3.3999579202
EOS,2019-02-21,3.7768980445,3.5598936382,3.8849463951,3.4264410788
EOS,2019-02-22,3.6902217865,3.7772821003,3.8748267214,3.6283997413
EOS,2019-02-23,3.8209020053,3.756571398,3.8514392646,3.6908067536
EOS,2019-02-24,4.2059605223,3.8208862321,4.2565162189,3.7496857373
EOS,2019-02-25,3.5905118725,4.2051113496,4.3783605366,3.4262906354
EOS,2019-02-26,3.5136981134,3.5904506333,3.6820802113,3.2695430003
EOS,2019-02-27,3.3680382363,3.5137563796,3.5526222834,3.2915987125
EOS,2019-02-28,3.4178964593,3.4152527183,3.5269202009,3.3167750429
EOS,2019-03-01,3.491531221,3.4175760588,3.6094145752,3.416854651
EOS,2019-03-02,3.5961932729,3.4916580735,3.6580444242,3.4717348118
EOS,2019-03-03,3.4626271523,3.5963452323,3.599000152,3.3958795879
EOS,2019-03-04,3.4945987638,3.4626671045,3.5692834382,3.4608620703
EOS,2019-03-05,3.196830224,3.4946100579,3.5166330732,3.1119489549
EOS,2019-03-06,3.6805162694,3.2199446863,3.7795924811,3.1921587479
EOS,2019-03-07,3.7426696366,3.6769470345,3.860009376,3.567562847
EOS,2019-03-08,3.748405879,3.7424235114,3.8776954298,3.6740802328
EOS,2019-03-09,3.5567597687,3.7483703854,3.7792316766,3.4700125908
EOS,2019-03-10,3.6957982827,3.5696477845,3.7968173372,3.5562221617
EOS,2019-03-11,3.7033264009,3.7277006377,3.7367459126,3.6300444218
EOS,2019-03-12,3.5520609244,3.6771580748,3.7052561458,3.4828392299
EOS,2019-03-13,3.629919785,3.5541825729,3.6708449045,3.409751439
EOS,2019-03-14,3.5379490967,3.6301989258,3.6338483041,3.4666464812
EOS,2019-03-15,3.5398911131,3.5378796297,3.6245944847,3.4692631038
EOS,2019-03-16,3.6399615452,3.5398838515,3.690161044,3.5371176045
EOS,2019-03-17,3.7699809038,3.639962671,3.8242332093,3.639878631
EOS,2019-03-18,3.7287673198,3.7758937082,3.7799673903,3.6989739348
EOS,2019-03-19,3.6900585619,3.7287607812,3.7788518031,3.6553188331
EOS,2019-03-20,3.7058308716,3.6884688495,3.7195680027,3.6505681136
EOS,2019-03-21,3.6990127252,3.7058337803,3.7214161845,3.5152808039
EOS,2019-03-22,3.6096000122,3.6958181043,3.7054944872,3.5248531385
EOS,2019-03-23,3.6156237651,3.6096174949,3.6441489589,3.5597629841
EOS,2019-03-24,3.643361026,3.6006855588,3.6939960455,3.5915647114
EOS,2019-03-25,3.6172944557,3.643361026,3.6521513693,3.5727360862
EOS,2019-03-26,3.6261754944,3.6172944829,3.6555708826,3.5620445357
